N,turnout,votes,district
2424,1407,421,62718
526,387,231,62719
614,529,374,62720
1748,1103,383,62721
333,329,150,62722
291,192,122,62723
2339,1329,400,62724
1014,441,152,62725
515,331,157,62726
220,147,90,62727
1983,1196,323,62728
489,412,276,62729
460,243,137,62730
548,401,200,62731
235,232,65,62732
1417,898,326,62733
379,269,132,62734
335,305,227,62735
720,610,378,62736
52,34,23,62737
1163,692,178,62738
1233,817,263,62739
225,152,47,62740
1475,816,222,62741
284,224,156,62742
2016,1048,257,62743
612,591,474,62744
120,113,108,62745
2365,1380,381,62746
1364,796,200,62747
2110,1098,286,62748
1941,1167,396,62749
2926,1589,390,62750
1473,788,262,62751
1290,839,291,62752
683,389,231,62753
374,195,90,62754
246,173,112,62755
188,136,109,62756
309,221,129,62757
303,192,113,62758
219,127,44,62759
519,482,315,62760
230,218,125,62761
212,209,198,62762
254,132,71,62763
1203,867,411,62764
691,555,314,62765
1245,831,264,62766
523,478,329,62767
120,85,48,62768
538,371,276,62769
402,264,93,62770
399,260,124,62771
2164,1120,276,62772
1688,1130,349,62773
651,463,256,62774
222,131,70,62775
285,266,215,62776
150,137,99,62777
248,223,167,62778
317,309,201,62779
1310,869,324,62780
627,362,161,62781
1198,794,291,62782
1129,696,258,62783
1333,882,311,62784
220,192,124,62785
283,265,193,62786
93,92,82,62787
381,261,118,62788
309,253,167,62789
1335,831,295,62790
2160,1314,536,62791
134,110,60,62792
578,458,230,62793
445,435,357,62794
1732,1054,345,62795
354,341,264,62796
247,164,78,62797
356,203,87,62798
134,111,58,62799
923,496,166,62800
269,172,82,62801
350,272,141,62802
412,337,247,62803
290,230,119,62804
2618,1907,1057,62805
2815,1664,404,62806
2206,1264,347,62807
372,236,109,62808
525,469,392,62809
450,343,206,62810
262,219,152,62811
264,198,105,62812
1800,1173,292,62813
452,316,165,62814
1262,683,183,62815
918,633,220,62816
277,180,100,62817
1869,1153,342,62818
215,143,81,62819
1793,999,355,62820
497,426,225,62821
1279,720,196,62822
2400,1491,337,62823
1010,576,267,62824
345,282,154,62825
502,281,145,62826
227,187,113,62827
211,201,180,62828
918,806,519,62829
264,163,106,62830
485,332,139,62831
468,384,243,62832
390,312,141,62833
583,353,182,62834
1699,1334,634,62835
274,224,158,62836
503,364,199,62837
545,445,371,62838
2277,1548,480,62839
271,261,63,62840
616,453,265,62841
1973,1366,529,62842
203,154,64,62843
340,299,238,62844
103,90,61,62845
470,383,200,62846
1379,891,298,62847
248,163,62,62848
381,230,115,62849
185,154,109,62850
2038,1119,306,62851
245,150,86,62852
845,652,359,62853
1302,881,372,62854
2457,1655,378,62855
505,313,118,62856
177,167,142,62857
1427,896,249,62858
220,207,177,62859
612,499,266,62860
1933,1280,399,62861
277,193,82,62862
301,273,167,62863
721,491,227,62864
246,132,37,62865
434,370,306,62866
1122,622,225,62867
2450,1192,395,62868
2773,1663,351,62869
341,199,94,62870
147,94,34,62871
277,226,117,62872
83,77,32,62873
533,335,167,62874
421,288,176,62875
91,50,19,62876
1449,1003,569,62877
1882,1125,402,62878
372,298,148,62879
510,307,134,62880
306,293,189,62881
344,238,142,62882
174,129,77,62883
1710,970,293,62884
210,118,61,62885
2298,1248,310,62886
875,539,212,62887
229,172,71,62888
208,127,52,62889
261,251,92,62890
1163,804,465,62891
499,352,186,62892
236,202,103,62893
357,270,184,62894
281,209,113,62895
2282,1274,392,62896
1965,1003,261,62897
2444,1505,422,62898
927,607,291,62899
415,248,136,62900
961,551,283,62901
1581,932,258,62902
588,465,239,62903
690,481,220,62904
489,467,362,62905
207,162,124,62906
2701,1773,405,62907
429,363,261,62908
708,702,260,62909
212,185,103,62910
544,330,169,62911
142,134,79,62912
1108,695,268,62913
287,250,169,62914
479,354,201,62915
1298,885,272,62916
2243,1426,486,62917
304,200,92,62918
1684,1013,275,62919
470,318,119,62920
414,344,202,62921
2347,1612,453,62922
1102,939,518,62923
507,279,111,62924
392,353,240,62925
261,161,87,62926
1327,890,240,62927
529,365,154,62928
2261,1460,401,62929
1508,979,232,62930
2035,1298,563,62931
344,184,67,62932
379,279,105,62933
880,471,194,62934
261,178,80,62935
1135,685,345,62936
2161,1239,280,62937
911,697,469,62938
452,288,132,62939
319,230,143,62940
336,250,125,62941
421,391,287,62942
91,77,40,62943
219,163,85,62944
294,263,214,62945
184,180,138,62946
647,570,419,62947
685,577,463,62948
387,355,285,62949
382,332,200,62950
372,303,203,62951
377,266,180,62952
272,161,60,62953
1886,1135,250,62954
427,392,315,62955
2446,1609,812,62956
124,101,56,62957
999,661,314,62958
238,202,122,62959
2451,1330,325,62960
335,314,250,62961
579,504,432,62962
197,178,154,62963
2014,1641,1168,62964
2210,1898,1653,62965
302,290,262,62966
1013,848,612,62967
220,210,185,62968
2378,2281,2111,62969
930,842,741,62970
636,623,416,62971
279,227,153,62972
374,344,295,62973
277,261,229,62974
160,150,124,62975
712,625,458,62976
1181,966,801,62977
2018,1533,1051,62978
341,224,93,62979
2123,1953,1880,62980
494,452,390,62981
813,730,609,62982
480,463,427,62983
2072,1513,1165,62984
469,442,373,62985
174,165,150,62986
379,289,196,62987
1830,1035,649,62988
632,455,241,62989
110,91,77,62990
1466,1074,871,62991
221,191,187,62992
450,344,228,62993
208,158,100,62994
2126,2097,1960,62995
213,169,137,62996
249,232,206,62997
974,952,927,62998
335,289,210,62999
524,448,315,63000
609,539,461,63001
86,83,53,63002
316,294,272,63003
2200,1941,1476,63004
789,673,559,63005
2040,1331,874,63006
67,64,58,63007
192,178,161,63008
74,61,59,63009
1886,1276,507,63010
163,143,129,63011
361,265,127,63012
742,453,194,63013
1360,679,279,63014
2132,1877,1438,63015
278,223,149,63016
555,293,173,63017
1348,667,273,63018
2286,1359,486,63019
419,277,114,63020
1572,889,546,63021
1234,667,272,63022
418,249,134,63023
2139,1594,901,63024
2360,2046,1424,63025
80,72,70,63026
581,524,415,63027
358,343,279,63028
368,244,138,63029
1320,1284,685,63030
1090,845,492,63031
104,78,54,63032
899,751,547,63033
124,112,78,63034
1219,597,310,63035
369,259,185,63036
903,460,183,63037
1210,456,191,63038
1916,1041,333,63039
1112,570,287,63040
559,295,119,63041
393,316,231,63042
1401,605,220,63043
493,311,197,63044
439,348,273,63045
438,260,95,63046
165,165,94,63047
67,67,55,63048
1442,762,427,63049
1335,659,270,63050
463,248,160,63051
587,344,192,63052
594,355,164,63053
1512,733,312,63054
262,184,97,63055
1452,598,239,63056
2564,1409,824,63057
1162,760,508,63058
1367,578,238,63059
411,281,180,63060
2170,1116,553,63061
223,128,89,63062
1727,952,524,63063
553,456,297,63064
276,223,146,63065
132,105,84,63066
765,468,281,63067
128,83,55,63068
337,228,141,63069
761,644,486,63070
1278,902,513,63071
1226,633,379,63072
640,303,168,63073
265,254,196,63074
93,74,52,63075
92,84,66,63076
721,369,233,63077
392,295,195,63078
270,189,98,63079
582,478,305,63080
385,256,147,63081
700,439,241,63082
353,326,285,63083
1345,768,296,63084
68,60,56,63085
343,244,142,63086
1257,593,259,63087
177,90,50,63088
415,265,124,63089
263,203,162,63090
761,419,146,63091
241,238,210,63092
387,310,180,63093
127,92,89,63094
1771,986,526,63095
2176,1278,459,63096
612,335,132,63097
1845,995,610,63098
104,93,66,63099
1223,613,288,63100
2075,1102,550,63101
690,478,280,63102
233,233,225,63103
339,319,293,63104
234,164,110,63105
1403,780,344,63106
1246,619,367,63107
1444,1223,906,63108
645,456,210,63109
261,129,58,63110
1264,617,247,63111
341,298,162,63112
107,70,42,63113
719,409,251,63114
785,645,550,63115
118,105,91,63116
807,652,455,63117
1949,1343,824,63118
159,144,108,63119
1199,526,186,63120
1034,826,702,63121
990,734,500,63122
1476,1341,1019,63123
374,246,137,63124
791,376,224,63125
1118,550,217,63126
452,288,158,63127
926,628,424,63128
855,572,397,63129
413,348,215,63130
594,455,267,63131
114,82,69,63132
435,378,301,63133
207,161,105,63134
1249,674,452,63135
995,801,661,63136
192,138,113,63137
389,291,140,63138
666,419,217,63139
427,249,142,63140
546,429,392,63141
379,300,221,63142
591,439,210,63143
379,340,292,63144
534,322,173,63145
862,459,272,63146
344,294,197,63147
59,44,29,63148
345,278,187,63149
299,184,89,63150
291,182,134,63151
107,97,71,63152
430,299,151,63153
534,320,173,63154
805,738,574,63155
1058,597,273,63156
123,110,90,63157
1044,566,357,63158
375,277,207,63159
212,103,43,63160
327,186,106,63161
514,270,154,63162
104,93,63,63163
418,241,124,63164
243,211,175,63165
454,365,237,63166
1391,1034,741,63167
207,188,114,63168
229,194,154,63169
2399,1489,604,63170
279,236,149,63171
1952,1313,874,63172
1212,1202,1158,63173
653,427,348,63174
331,279,200,63175
953,831,617,63176
300,249,185,63177
604,425,249,63178
1714,1277,975,63179
253,231,201,63180
1324,766,399,63181
2503,1242,467,63182
51,42,40,63183
304,259,179,63184
2298,1331,699,63185
881,478,272,63186
95,88,81,63187
307,278,232,63188
525,401,298,63189
562,404,243,63190
1871,1383,951,63191
376,283,199,63192
1277,694,418,63193
233,199,167,63194
2501,1473,591,63195
2498,1297,466,63196
262,178,86,63197
696,570,450,63198
678,436,216,63199
2577,1211,564,63200
97,92,80,63201
143,122,91,63202
333,310,240,63203
280,179,92,63204
519,405,320,63205
683,469,336,63206
1351,794,455,63207
520,464,373,63208
2224,1421,721,63209
708,434,289,63210
116,98,66,63211
888,373,169,63212
1254,1191,984,63213
1190,1179,516,63214
1891,1048,554,63215
431,410,348,63216
1928,1059,363,63217
684,614,535,63218
245,235,222,63219
951,929,910,63220
1175,693,290,63221
282,265,210,63222
123,117,113,63223
1297,1103,919,63224
162,149,132,63225
2582,1515,675,63226
217,152,80,63227
331,284,217,63228
121,91,61,63229
47,46,42,63230
1628,799,285,63231
437,249,136,63232
2107,1106,595,63233
391,243,134,63234
181,147,90,63235
1380,630,266,63236
2225,1361,531,63237
2599,1906,1108,63238
162,154,144,63239
2598,1356,447,63240
170,162,140,63241
1752,788,401,63242
188,145,105,63243
1510,688,282,63244
225,197,171,63245
1277,1037,939,63246
661,593,450,63247
500,460,294,63248
2678,1704,742,63249
1134,723,371,63250
364,313,241,63251
2011,957,346,63252
181,107,59,63253
1650,1108,431,63254
1748,827,289,63255
1430,734,266,63256
553,477,449,63257
134,119,94,63258
1480,778,393,63259
1841,976,512,63260
1227,851,480,63261
2383,1051,452,63262
2319,1319,451,63263
2447,1259,446,63264
1775,1155,825,63265
2971,1756,638,63266
244,189,163,63267
2210,1178,623,63268
385,247,172,63269
1410,677,288,63270
1942,1021,353,63271
1518,779,358,63272
344,320,269,63273
352,292,196,63274
1520,1158,711,63275
2331,1170,487,63276
333,293,243,63277
1712,912,393,63278
1306,743,351,63279
254,235,176,63280
270,196,116,63281
268,260,207,63282
2479,1239,449,63283
252,236,178,63284
1435,817,428,63285
2504,1448,545,63286
1119,793,613,63287
812,370,211,63288
115,103,87,63289
265,190,105,63290
139,124,106,63291
1049,716,446,63292
1425,843,437,63293
114,95,78,63294
1045,639,329,63295
2874,1425,520,63296
1400,827,448,63297
1686,954,349,63298
553,469,366,63299
98,90,65,63300
1365,635,272,63301
854,845,838,63302
625,575,467,63303
2005,1011,441,63304
2537,1637,1060,63305
2130,1380,561,63306
1459,653,276,63307
797,685,497,63308
136,115,86,63309
1595,1423,1031,63310
77,62,53,63311
188,169,118,63312
927,750,572,63313
1369,803,431,63314
412,345,220,63315
159,153,140,63316
158,123,66,63317
1475,1128,680,63318
129,103,68,63319
373,346,277,63320
753,657,480,63321
215,196,159,63322
2036,1123,343,63323
307,243,159,63324
1418,955,450,63325
224,219,177,63326
2357,1355,479,63327
529,469,386,63328
285,239,190,63329
200,155,98,63330
1980,884,331,63331
503,423,276,63332
2016,1217,760,63333
2387,1259,593,63334
2584,1689,922,63335
623,498,321,63336
307,298,245,63337
376,254,132,63338
1632,915,272,63339
482,328,233,63340
163,119,75,63341
1913,942,371,63342
511,420,262,63343
2148,1145,617,63344
368,333,223,63345
290,239,155,63346
386,273,185,63347
1241,882,477,63348
39,35,29,63349
124,99,70,63350
1390,721,359,63351
94,84,81,63352
217,162,136,63353
1598,932,666,63354
1531,1085,585,63355
296,161,63,63356
144,93,48,63357
2177,1965,1783,63358
253,218,168,63359
300,211,127,63360
2066,1172,432,63361
150,117,75,63362
1226,713,372,63363
176,152,121,63364
1882,898,398,63365
121,95,60,63366
233,209,146,63367
2173,1199,485,63368
2269,1334,476,63369
2106,1409,851,63370
1445,795,346,63371
252,228,184,63372
849,848,768,63373
2010,1034,455,63374
212,163,109,63375
534,461,371,63376
454,409,384,63377
532,498,376,63378
2245,1123,403,63379
1723,990,451,63380
53,53,51,63381
1268,1015,736,63382
570,495,389,63383
615,386,200,63384
1219,693,339,63385
385,202,118,63386
138,126,101,63387
1649,973,481,63388
1485,862,458,63389
405,309,240,63390
239,231,173,63391
362,266,169,63392
1590,695,260,63393
391,268,177,63394
2375,1403,1078,63395
407,274,220,63396
265,227,140,63397
386,205,82,63398
2168,1164,775,63399
657,398,255,63400
74,62,43,63401
1973,1143,404,63402
1278,965,810,63403
379,268,167,63404
660,445,217,63405
581,383,214,63406
139,101,57,63407
706,436,172,63408
1944,959,546,63409
1273,934,499,63410
989,646,390,63411
1457,704,370,63412
103,86,66,63413
2482,1428,1007,63414
2069,1186,432,63415
116,93,67,63416
648,355,211,63417
524,444,317,63418
2585,1669,863,63419
1284,655,264,63420
285,175,108,63421
1496,772,349,63422
658,543,394,63423
2815,1927,762,63424
2378,1195,447,63425
2323,1288,539,63426
103,82,56,63427
2357,1363,464,63428
354,310,266,63429
84,77,54,63430
2460,1580,802,63431
364,306,233,63432
623,358,257,63433
2714,1496,581,63434
420,311,204,63435
199,176,111,63436
163,128,76,63437
168,141,93,63438
1040,545,244,63439
1284,704,396,63440
259,210,187,63441
483,292,162,63442
487,485,382,63443
113,97,73,63444
93,85,72,63445
1493,662,245,63446
341,323,266,63447
155,145,135,63448
1784,1019,637,63449
802,459,228,63450
289,244,160,63451
283,184,85,63452
112,85,49,63453
594,387,194,63454
416,329,211,63455
124,116,75,63456
438,345,230,63457
745,382,225,63458
326,282,240,63459
1582,1009,365,63460
1823,1146,423,63461
2514,1792,1062,63462
86,67,53,63463
282,177,115,63464
1363,761,550,63465
99,84,72,63466
2034,1215,638,63467
54,54,40,63468
378,245,135,63469
1455,656,374,63470
449,339,173,63471
49,40,27,63472
464,313,169,63473
329,294,226,63474
380,350,290,63475
398,249,114,63476
1521,1137,826,63477
332,222,143,63478
1223,799,459,63479
1396,904,495,63480
388,255,178,63481
160,147,106,63482
898,641,497,63483
192,154,113,63484
1390,762,384,63485
1428,824,385,63486
2810,1500,599,63487
1106,777,440,63488
2298,1248,461,63489
147,118,83,63490
77,74,59,63491
592,589,581,63492
194,180,133,63493
273,247,195,63494
564,461,338,63495
1201,918,725,63496
1161,646,413,63497
187,155,132,63498
1450,942,397,63499
158,139,105,63500
2118,1217,743,63501
532,482,347,63502
1651,1360,1162,63503
329,200,123,63504
1220,944,603,63505
869,649,441,63506
258,223,173,63507
2052,1234,760,63508
1423,1169,693,63509
288,250,152,63510
598,426,275,63511
227,192,125,63512
617,571,401,63513
1911,1021,418,63514
100,94,86,63515
278,257,231,63516
292,250,212,63517
689,372,221,63518
60,52,42,63519
1771,1068,603,63520
775,595,454,63521
1343,1046,689,63522
1640,1522,1142,63523
475,312,185,63524
242,219,178,63525
378,226,74,63526
1493,1224,849,63527
658,577,395,63528
304,247,213,63529
1028,662,339,63530
226,204,168,63531
374,310,249,63532
2221,1230,439,63533
1966,1690,1272,63534
1903,1178,502,63535
322,260,193,63536
1672,1474,1078,63537
1698,895,310,63538
466,448,379,63539
1563,901,480,63540
1023,766,577,63541
507,423,308,63542
211,161,103,63543
840,718,419,63544
2174,1247,497,63545
1617,1486,1402,63546
428,405,370,63547
349,328,282,63548
435,400,339,63549
2409,1372,708,63550
1967,1124,525,63551
666,606,526,63552
1622,905,459,63553
1634,1351,998,63554
1481,1480,1297,63555
660,586,450,63556
266,245,215,63557
652,457,327,63558
1628,620,247,63559
1218,1017,737,63560
2179,1274,646,63561
1826,1128,668,63562
1930,1046,425,63563
880,763,579,63564
1117,754,496,63565
524,392,243,63566
1169,620,337,63567
1496,1118,795,63568
1180,609,288,63569
494,393,298,63570
870,757,609,63571
381,366,351,63572
1572,1570,1553,63573
1260,759,488,63574
345,334,314,63575
1345,524,306,63576
1371,936,634,63577
297,253,218,63578
298,256,203,63579
1325,593,267,63580
378,303,244,63581
232,214,148,63582
659,443,326,63583
2139,1197,444,63584
491,356,188,63585
1697,834,357,63586
2337,1144,462,63587
1832,845,347,63588
1827,888,341,63589
2202,1272,636,63590
1825,1049,427,63591
468,326,158,63592
97,91,70,63593
119,94,76,63594
255,254,182,63595
349,294,230,63596
311,219,148,63597
364,308,236,63598
219,133,72,63599
337,278,197,63600
602,406,243,63601
1207,533,304,63602
619,394,259,63603
888,704,410,63604
84,75,65,63605
915,642,335,63606
1301,842,431,63607
580,360,234,63608
383,310,186,63609
1110,765,477,63610
1457,974,568,63611
153,104,45,63612
477,409,299,63613
1466,1330,940,63614
2161,1095,494,63615
1937,986,444,63616
1205,989,707,63617
2133,1017,362,63618
1567,813,326,63619
334,237,151,63620
530,463,384,63621
983,830,652,63622
120,102,85,63623
579,464,382,63624
2661,1289,517,63625
287,252,206,63626
393,290,191,63627
109,82,62,63628
536,298,114,63629
613,412,216,63630
359,247,130,63631
448,367,294,63632
475,224,130,63633
429,344,253,63634
1123,751,480,63635
509,351,259,63636
290,213,158,63637
2554,1422,685,63638
1123,609,286,63639
333,316,304,63640
170,109,48,63641
228,206,165,63642
417,247,154,63643
69,53,37,63644
958,661,354,63645
136,88,25,63646
393,267,119,63647
509,339,221,63648
1533,989,496,63649
432,340,301,63650
330,277,211,63651
230,195,134,63652
107,92,62,63653
704,418,230,63654
859,518,252,63655
245,220,170,63656
2032,1056,362,63657
148,117,88,63658
1138,1006,818,63659
2176,1233,597,63660
352,244,168,63661
160,135,110,63662
154,141,108,63663
271,227,176,63664
177,159,118,63665
1224,551,240,63666
188,187,171,63667
335,271,180,63668
525,458,383,63669
992,735,504,63670
307,284,235,63671
1485,625,312,63672
394,345,246,63673
230,205,141,63674
2123,1034,419,63675
296,291,127,63676
1305,755,671,63677
1923,1009,459,63678
1850,1390,969,63679
268,230,180,63680
251,210,152,63681
99,87,67,63682
2517,1547,662,63683
2011,965,408,63684
2516,1278,509,63685
1338,650,268,63686
319,247,183,63687
520,418,233,63688
1582,598,238,63689
1909,1049,472,63690
1891,850,360,63691
1612,1044,515,63692
1800,1494,1006,63693
1321,670,328,63694
1253,1079,731,63695
2618,1002,502,63696
842,390,182,63697
2612,1805,1034,63698
1608,961,373,63699
579,379,279,63700
128,95,64,63701
1999,1123,414,63702
2158,1246,510,63703
2086,1161,386,63704
368,276,181,63705
2278,1338,503,63706
315,295,256,63707
300,221,116,63708
2176,1124,429,63709
1201,725,293,63710
2266,1244,474,63711
1839,863,381,63712
693,595,509,63713
977,637,318,63714
679,424,243,63715
528,487,421,63716
206,190,160,63717
1767,689,333,63718
566,407,323,63719
1732,1002,613,63720
2954,1971,1454,63721
1216,847,550,63722
514,390,333,63723
